0.878034 1.68429
-0.086818 -0.0751891
1.03327 1.03361
1.74484 0.473363
1.46253 3.12468
1.2007 1.37172
2.02096 0.872158
1.78341 0.663187
0.312845 0.0641581
2.30842 -1.67237
1.6341 4.36858
-1.26045 0.849622
2.09981 3.06721
4.23451 1.94673
3.3876 7.24935
2.6021 3.74344
5.06289 2.74432
4.35022 2.32637
-0.0614645 1.12832
5.92526 -2.34473
-0.318219 -1.03058
0.435303 3.10074
-0.683875 2.63064
1.9605 1.64109
1.77878 3.75382
4.57474 1.50146
6.20692 2.32954
4.4177 4.34514
5.63457 2.42977
2.13944 5.30174
-1.94283 2.05808
1.31705 1.68429
-0.130227 -0.0751891
1.5499 1.03361
2.61725 0.473363
2.1938 3.12468
1.80105 1.37172
3.03144 0.872158
2.67511 0.663187
0.469268 0.0641581
3.46263 -1.67237
0.340891 -1.01529
0.717652 1.05037
0.158063 0.81532
1.48025 0.320546
1.38939 1.37691
2.78737 0.250728
3.60346 0.664768
2.70885 1.67257
3.31728 0.714885
1.56972 2.15087
-0.471413 0.529041
1.30338 1.07227
4.0099 0.594392
1.48464 0.684743
0.58956 0.0118787
-0.89449 1.79714
3.15705 0.0282512
-0.488354 2.56957
1.73811 2.41817
1.25714 -0.99364
2.35193 1.5156
1.47878 -0.197543
3.17512 -0.435722
2.336 0.885973
2.91151 0.582096
1.17174 -0.048327
1.29773 1.74611
-0.151416 0.917555
1.64377 1.01884
1.39988 2.14174
1.26323 2.10216
3.49153 1.45057
3.87803 2.68429
2.91318 0.924811
4.03327 2.03361
4.74484 1.47336
4.46253 4.12468
4.2007 2.37172
5.02096 1.87216
4.78341 1.66319
3.31285 1.06416
5.30842 -0.672366
1.87803 4.68429
0.913182 2.92481
2.03327 4.03361
2.74484 3.47336
2.46253 6.12468
2.2007 4.37172
3.02096 3.87216
2.78341 3.66319
1.31285 3.06416
3.30842 1.32763
