9.87803 10.6843
8.91318 8.92481
10.0333 10.0336
10.7448 9.47336
10.4625 12.1247
10.2007 10.3717
11.021 9.87216
10.7834 9.66319
9.31285 9.06416
11.3084 7.32763
9.22726 7.98471
9.47843 10.0504
9.10538 9.81532
9.98683 9.32055
9.92626 10.3769
10.8582 9.25073
11.4023 9.66477
10.8059 10.6726
11.2115 9.71489
10.0465 11.1509
8.68572 9.52904
9.86892 10.0723
11.6733 9.59439
9.98976 9.68474
9.39304 9.01188
8.40367 10.7971
11.1047 9.02825
8.67443 11.5696
10.1587 11.4182
9.8381 8.00636
10.568 10.5156
9.98585 8.80246
11.1167 8.56428
10.5573 9.88597
10.941 9.5821
9.78116 8.95167
9.86515 10.7461
8.89906 9.91756
10.0958 10.0188
9.93326 11.1417
9.84215 11.1022
11.3277 10.4506
10.1326 10.1269
10.059 8.14756
10.9906 10.9301
9.77384 10.9909
9.2581 12.0048
10.0426 9.87824
10.7758 11.3453
7.14343 9.73557
9.50532 9.41981
9.58803 11.6031
10.9151 8.75879
10.4912 10.5614
10.552 9.07454
9.86286 9.01103
9.2957 9.61662
10.9178 11.2034
9.64259 9.55056
9.66259 9.72603
11.1978 10.6975
10.5474 11.3222
8.34478 10.0702
10.8971 8.97208
11.657 10.1577
10.7182 9.8519
8.13342 12.4705
10.5766 10.8004
8.04737 7.86644
8.95951 8.98934
9.84476 11.174
9.73394 10.9051
12.0389 8.927
9.50004 10.3242
10.3103 9.84566
7.87495 11.1998
11.5704 11.0563
9.60469 10.8142
10.247 10.0082
10.4038 9.78048
8.53003 11.4456
10.2277 10.8761
9.1718 9.3513
8.5794 9.68919
9.50395 12.2466
9.16976 7.50527
10.2541 8.19305
9.73371 10.8324
9.98921 10.2559
9.50915 11.6859
9.81505 9.05184
9.77603 10.2893
9.50492 10.2448
8.42319 10.3737
11.9818 10.2325
9.42345 8.56224
9.73594 10.8935
8.74342 10.4981
9.24526 10.7564
10.8139 10.8167
9.88074 10.6482
10.0467 8.81794
8.69462 9.68916
9.36995 9.6948
10.4039 9.85004
10.1457 10.0377
9.89903 9.25478
10.0502 10.0329
9.27894 9.72928
10.5338 9.18682
10.8009 10.7989
8.19761 11.0326
9.81789 8.42238
10.5747 9.72693
8.32265 10.1444
9.37431 8.50719
10.4179 9.23278
10.7183 7.7657
8.95911 8.36569
10.5474 11.1359
11.2676 11.1216
10.0366 8.5481
8.48141 10.2594
10.1049 9.48359
9.28066 9.8216
8.59116 8.43607
10.0829 10.4303
9.57626 7.99243
10.4273 10.592
9.91176 10.1912
10.2966 9.29103
11.285 9.72519
11.1992 9.4536
11.0546 8.90805
9.62163 9.61693
9.5116 10.0696
9.87903 9.87581
10.0751 10.7597
10.3553 8.75588
11.1579 10.0711
11.0514 10.5755
12.4877 11.9725
10.787 10.1134
11.8467 7.07533
10.0239 12.1489
9.49342 11.0024
9.92377 9.87159
11.557 11.9236
8.98298 10.2475
10.9583 8.21493
10.5232 10.317
8.57968 9.78602
10.5346 10.3732
10.1858 9.30507
11.2205 10.7928
9.26369 8.1665
11.4055 9.78383
9.96239 9.7902
8.79471 9.49165
8.10323 10.1749
8.21622 11.2701
10.1779 10.3537
10.1195 9.83257
10.6583 10.2054
9.64007 11.7593
10.1845 9.16205
10.5704 9.9672
10.6629 10.9613
11.5003 9.95708
9.0201 9.18769
8.92673 9.92127
11.4133 6.29469
9.83348 10.331
9.23893 8.67173
8.19623 8.92199
11.1725 10.3073
9.55103 12.1867
11.1408 9.69816
9.44833 9.10527
11.1591 9.58251
8.76031 10.7367
11.1163 10.179
8.27346 10.4293
10.121 11.064
8.79857 11.089
9.85353 10.613
9.00604 9.06145
8.82897 10.7672
9.34283 8.08224
9.80471 11.6388
9.05923 9.02131
8.63344 12.369
11.0297 10.1055
10.2712 8.60342
10.7807 11.2266
10.509 11.3712
8.01669 8.29658
10.3917 9.56044
10.436 8.53743
7.97414 10.5591
10.4661 11.5077
9.57851 11.0825
9.49721 9.52272
11.9476 10.1751
9.18287 10.2077
9.44316 10.8762
10.6479 8.62227
11.7841 9.69601
9.0803 10.5615
9.18152 9.97195
10.6696 10.0838
9.33017 10.5251
10.0055 8.96059
8.90729 10.0138
8.94336 10.9698
11.5753 10.4118
9.71902 10.6044
9.20287 11.6363
9.69512 10.7488
9.6841 10.332
11.2876 9.32702
8.98 10.9023
9.32341 9.6432
10.5047 11.4753
9.85616 9.37483
10.2642 10.6398
10.6587 8.45139
9.81651 11.2565
10.5813 8.82289
9.39686 11.5479
10.6176 11.1451
9.74855 9.632
10.9217 10.3478
8.10325 10.3773
8.05955 10.1744
9.16867 10.2988
10.5401 9.23903
11.3322 9.62286
9.73352 10.7536
11.6248 8.91295
9.60974 9.41571
9.48613 10.1299
10.4987 9.71081
8.54479 8.49138
10.0236 10.3113
10.7569 11.0224
11.4911 8.98558
11.2806 10.1613
10.1312 9.70216
8.88463 10.838
