0.878034		1.68429
0.880736		1.64817

1.03327		1.03361
0.868918		1.07227

1.74484		0.473363
1.85825		0.250728

2.02096		0.872158
2.02966		1.10554

1.78341		0.663187
1.74484		0.473363

1.78341		0.663187
1.94101		0.582096

0.312845		0.0641581
0.39304		0.0118787

2.30842		-1.67237
2.84668		-1.92467

0.22726		-1.01529
0.169763		-1.49473

0.105375		0.81532
-0.0732683		0.92127

0.105375		0.81532
0.181521		0.971953

0.986834		0.320546
0.89903		0.254778

0.926262		1.37691
0.833482		1.331

1.85825		0.250728
1.89707		-0.0279239

2.40231		0.664768
2.67327		0.594392

2.40231		0.664768
2.40552		0.783834

2.21152		0.714885
2.28498		0.725194

1.04648		2.15087
1.15874		2.41817

1.04648		2.15087
1.12101		2.06402

-0.314275		0.529041
-0.205286		0.491652

0.868918		1.07227
0.911761		1.19123

2.67327		0.594392
2.78414		0.696007

0.989757		0.684743
0.748548		0.631996

0.39304		0.0118787
0.448327		0.105268

-0.596327		1.79714
-0.802389		2.03265

2.1047		0.0282512
2.49112		-0.0144161

0.838096		-0.99364
0.576263		-1.00757

1.56796		1.5156
1.53464		1.37317

1.55733		0.885973
1.71824		0.851899

1.55733		0.885973
1.40392		0.85004

1.94101		0.582096
2.15908		0.582512

0.865154		1.74611
0.878034		1.68429

0.865154		1.74611
1.07508		1.75973

-0.100944		0.917555
-0.305385		0.689159

1.09585		1.01884
1.04264		0.878239

1.09585		1.01884
1.0502		1.03288

0.933256		2.14174
1.04648		2.15087

0.84215		2.10216
0.844759		2.17403

2.32769		1.45057
2.57531		1.41182

1.05901		-0.852437
0.838096		-0.99364

1.05901		-0.852437
1.2541		-0.806954

0.773841		1.99091
0.84215		2.10216

0.258097		3.00478
0.551025		3.18669

0.258097		3.00478
-0.366557		3.36899

1.04264		0.878239
0.923769		0.871588

1.04264		0.878239
1.11952		0.832571

0.50532		0.419811
0.497208		0.522717

1.91513		-0.241215
2.11675		-0.435722

1.49117		1.56144
1.56796		1.5156

1.49117		1.56144
1.57659		1.80038

1.55205		0.0745416
1.58126		-0.177112

0.862863		0.0110333
0.781158		-0.048327

0.862863		0.0110333
1.00546		-0.0394088

0.295699		0.616616
0.171799		0.351301

0.642592		0.550559
0.609737		0.415711

0.662588		0.726033
0.621631		0.616933

2.19776		1.6975
2.22046		1.79283

1.54741		2.32223
1.50903		2.3712

1.89707		-0.0279239
2.0546		-0.0919508

2.65698		1.15769
2.94761		1.17509

1.71824		0.851899
1.78341		0.663187

1.57659		1.80038
1.66292		1.96129

-0.0404925		-0.010663
-0.086818		-0.0751891

0.844759		2.17403
0.933256		2.14174

0.844759		2.17403
0.816512		2.25646

0.733942		1.90508
0.773841		1.99091

0.733942		1.90508
0.735939		1.89347

0.500035		1.32423
0.504917		1.24477

1.31033		0.84566
1.247		1.00822

0.604691		1.81418
0.443159		1.87622

1.247		1.00822
1.14568		1.03766

1.40382		0.780477
1.49867		0.710809

-0.469965		2.44558
-0.325569		2.56957

0.171799		0.351301
0.0200962		0.187694

-0.420598		0.689191
-0.420315		0.786016

0.733707		1.83245
0.733525		1.75364

0.989207		1.25587
1.0236		1.3113

0.509147		2.6859
0.588026		2.6031

0.509147		2.6859
0.396857		2.54792

0.815049		0.0518404
0.862863		0.0110333

0.776027		1.28928
0.684104		1.33197

0.504917		1.24477
0.486133		1.12987

-0.576811		1.37372
-0.518594		1.25941

-0.576811		1.37372
-0.726535		1.42931

0.735939		1.89347
0.733707		1.83245

-0.256577		1.49806
-0.576811		1.37372

0.245265		1.75639
0.330175		1.52513

0.245265		1.75639
-0.0199965		1.90228

1.81392		1.81667
1.9906		1.93007

1.81392		1.81667
1.80094		1.79891

0.880736		1.64817
0.853528		1.61297

1.04673		-0.182057
0.985853		-0.197543

-0.305385		0.689159
-0.314275		0.529041

-0.305385		0.689159
-0.420598		0.689191

1.40392		0.85004
1.31033		0.84566

1.40392		0.85004
1.40382		0.780477

1.14568		1.03766
1.09585		1.01884

1.14568		1.03766
1.13261		1.12692

0.89903		0.254778
0.815049		0.0518404

0.89903		0.254778
0.85616		0.37483

1.0502		1.03288
1.03327		1.03361

0.278943		0.729284
0.280658		0.821602

1.53379		0.18682
1.55205		0.0745416

1.80094		1.79891
1.8059		1.67257

-0.802389		2.03265
-0.783784		2.27013

0.817888		-0.577618
1.05901		-0.852437

-0.677354		1.14443
-0.655215		1.07019

0.374313		-0.492811
0.423447		-0.43776

0.374313		-0.492811
0.238926		-0.328274

1.41792		0.232778
1.54007		0.239027

1.71834		-1.2343
2.30842		-1.67237

-0.0408945		-0.634306
-0.408842		-0.563931

1.54737		2.13593
1.54741		2.32223

2.2676		2.1216
2.57041		2.05627

2.2676		2.1216
2.55698		2.92362

1.03662		-0.451895
0.817888		-0.577618

-0.518594		1.25941
-0.677354		1.14443

1.10489		0.483593
1.18582		0.305069

0.280658		0.821602
0.105375		0.81532

-0.408842		-0.563931
-0.455209		-0.508617

1.08286		1.43031
1.17785		1.35373

0.576263		-1.00757
0.342829		-0.917755

1.4273		1.59198
1.49117		1.56144

0.911761		1.19123
0.989207		1.25587

1.29662		0.291028
1.41792		0.232778

2.28498		0.725194
2.33221		0.622863

2.19924		0.453599
2.28757		0.327019

2.0546		-0.0919508
2.1047		0.0282512

2.0546		-0.0919508
1.91513		-0.241215

0.621631		0.616933
0.642592		0.550559

0.511597		1.06956
0.478434		1.05037

1.07508		1.75973
1.22772		1.87612

1.07508		1.75973
1.26423		1.6398

2.15789		1.07105
2.28061		1.16133

2.05139		1.57547
2.19776		1.6975

2.84668		-1.92467
2.41334		-2.70531

1.02386		3.1489
1.46253		3.12468

0.493422		2.00239
0.578507		2.08254

0.923769		0.871588
0.879034		0.875813

0.923769		0.871588
0.962389		0.7902

2.55698		2.92362
3.4877		2.97249

1.95826		-0.785067
1.71834		-1.2343

1.52324		1.31695
1.6583		1.20536

1.53464		1.37317
1.52324		1.31695

1.18582		0.305069
0.986834		0.320546

1.18582		0.305069
1.29662		0.291028

1.18582		0.305069
1.18447		0.162054

2.22046		1.79283
2.2676		2.1216

0.263694		-0.833495
0.374313		-0.492811

0.263694		-0.833495
-0.0408945		-0.634306

2.40552		0.783834
2.50029		0.957081

0.962389		0.7902
0.989757		0.684743

-0.896769		1.17485
-0.940445		1.17436

-0.783784		2.27013
-1.12505		2.19979

-0.783784		2.27013
-0.469965		2.44558

1.17785		1.35373
1.2007		1.37172

1.11952		0.832571
1.13115		0.702155

1.6583		1.20536
1.66955		1.08378

0.640073		2.75934
0.509147		2.6859

1.57041		0.967201
1.55733		0.885973

