-4.69525 2.23032
9.80475 9.23032

0.80475 0.230322
-10.1953 4.23032

-9.14837 2.82912
-11.2421 5.63152

-9.62769 6.52748
-12.8566 4.73557

10.8516 7.82912
8.75787 10.6315

10.3723 11.5275
7.14343 9.73557

1.85163 -1.17088
-0.242134 1.63152

1.37231 2.52748
-1.85657 0.735568

-9.79218 3.91016
-8.50456 1.74809

1.20782 -0.0898401
2.49544 -2.25191

10.2078 8.91016
11.4954 6.74809

9.17081 11.8088
11.5738 11.2462

-10.8292 6.80879
-8.4262 6.24616

0.170807 2.80879
2.5738 2.24616

0.223424 0.0639794
2.19222 -0.24366

9.22342 9.06398
11.1922 8.75634

-10.7766 4.06398
-8.80778 3.75634

-10.5013 4.95823
-11.0519 3.16973

0.498706 0.958233
-0.0518585 -0.830274

9.49871 9.95823
8.94814 8.16973

11.1253 10.5443
12.0223 11.9481

2.12527 1.54426
3.02234 2.94806

-8.87473 5.54426
-7.97766 6.94806

9.86711 11.8243
8.4745 11.7932

-10.1329 6.82435
-11.5255 6.79323

0.867114 2.82435
-0.525499 2.79323

8.56557 11.1667
8.38343 12.4198

-11.4344 6.16671
-11.6166 7.41975

-0.434431 2.16671
-0.616567 3.41975

1.58599 -0.425451
2.79846 -0.0618683

10.586 8.57455
11.7985 8.93813

-9.41401 3.57455
-8.20154 3.93813

-0.431708 -0.426669
0.327991 -1.23388

8.56829 8.57333
9.32799 7.76612

-11.4317 3.57333
-10.672 2.76612

-9.99779 5.07127
-11.0048 4.84519

1.00221 1.07127
-0.00479901 0.845191

10.0022 10.0713
8.9952 9.84519

0.963781 1.57287
1.04064 0.56968

-10.0362 5.57287
-9.95936 4.56968

9.96378 10.5729
10.0406 9.56968

2.13525 1.05952
2.11528 2.02901

11.1353 10.0595
11.1153 11.029

-8.86475 5.05952
-8.88472 6.02901

12.4877 11.9725
11.557 11.9236

3.4877 2.97249
2.55698 2.92362

-7.5123 6.97249
-8.44302 6.92362

-8.42245 2.20148
-8.58666 1.29469

2.57755 -1.79852
2.41334 -2.70531

11.5776 7.20148
11.4133 6.29469

0.0224557 -0.355087
-0.885873 -0.498251

9.02246 8.64491
8.11413 8.50175

-10.9775 3.64491
-11.8859 3.50175

-9.26813 3.99005
-9.5599 3.15905

10.7319 8.99005
10.4401 8.15905

1.73187 -0.00994738
1.4401 -0.840954

10.0419 8.32777
10.8383 7.99032

-9.9581 3.32777
-9.1617 2.99032

1.0419 -0.672226
1.8383 -1.00968

-0.967971 -0.918492
-0.803774 -0.078009

8.03203 8.08151
8.19623 8.92199

-11.968 3.08151
-11.8038 3.92199

1.28799 2.77772
0.446242 2.87097

10.288 11.7777
9.44624 11.871

-9.71201 6.77772
-10.5538 6.87097

9.30175 10.0785
8.68865 9.61186

0.301753 1.07852
-0.311351 0.611864

-10.6982 5.07852
-11.3114 4.61186

2.44012 0.827525
1.83039 1.29151

11.4401 9.82752
10.8304 10.2915

-8.55988 4.82752
-9.16961 5.29151

-0.471095 1.82585
-0.397767 2.50758

-0.848855 1.88827
-0.0933344 1.76343

8.52891 10.8259
8.60223 11.5076

8.15115 10.8883
8.90667 10.7634

-11.4711 5.82585
-11.3978 6.50758

-11.8489 5.88827
-11.0933 5.76343

1.2432 3.13679
1.33277 2.41865

-9.7568 7.13679
-9.66723 6.41865

10.2432 12.1368
10.3328 11.4186

9.28137 8.87512
8.76354 8.41471

0.281372 -0.124884
-0.23646 -0.58529

-10.7186 3.87512
-11.2365 3.41471

1.26879 0.797447
0.812489 0.341912

-9.73121 4.79745
-10.1875 4.34191

10.2688 9.79745
9.81249 9.34191

2.14594 0.720424
2.7343 0.934626

-8.85406 4.72042
-8.2657 4.93463

11.1459 9.72042
11.7343 9.93463

10.8116 10.9691
